Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,1.21161602598674E-05,-0.000141697234924631,0.115075250920086,0,0,0,42.7823329299279,2.3137133186018,0.0758431395924076,-1.56977697384168E-07,1.43328003600734,1.83584220863051E-06,3.73773799217461,0,0,0,0,0,0,package://boxbot/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://boxbot/meshes/base_link.STL,,base_link_no_rod-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
tower_link,-0.00148764220555564,-0.00430184829877756,0.780186947697388,0,0,0,32.2621346397055,5.83539245387147,0.000842169945369176,0.00017449730709294,5.79696379893898,0.000216570416594675,0.0782122151057882,0,0,0,0,0,0,package://boxbot/meshes/tower_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://boxbot/meshes/tower_link.STL,,tower_link1-1,Origin_base_tower_joint,Axis_base_tower_joint,base_tower_joint,revolute,0,0,0.3145,0,0,0.051195,base_link,0,0,1,100,0.3,-3.14,3.14,,,,,,,,
arm_link,0.038387800107173,0.392080597458587,0.106253703611536,0,0,0,7.90977803912173,1.3964597770644,-0.00570272799674222,0.00312455918060977,0.0281361548287597,0.0390219048580493,1.37349990251812,0,0,0,0,0,0,package://boxbot/meshes/arm_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://boxbot/meshes/arm_link.STL,,arm_link-1,Origin_tower_arm_link,Axis_tower_arm_link,tower_arm_link,prismatic,0.0599999999997043,0.0269999999998549,0.1372182458184,0,0,0,tower_link,0,0,-1,100,0.179,0,1.57,,,,,,,,
wrist_link,0.0310886914761871,-0.00055357042962885,-0.0008145171529782,0,0,0,0.252648442993223,0.000406659062862429,-1.29227360078791E-07,-3.09220823927946E-06,0.000344866185048593,6.17525359286755E-07,0.000152631223532851,0,0,0,0,0,0,package://boxbot/meshes/wrist_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://boxbot/meshes/wrist_link.STL,,wrist_link-1,Origin_arm_wrist_joint,Axis_arm_wrist_joint,arm_wrist_joint,prismatic,0.0339999999999955,1.09131998351706,0.108999999999999,0,0,0,arm_link,0.165514216600261,0.98620740420218,0,100,0.179,-0.77179,0.14821,,,,,,,,
hand_link,-7.35310108845866E-06,-1.60996144753234E-06,-0.0649812985906855,0,0,0,0.0101760116822838,1.43633392907582E-05,6.35605424668044E-11,-3.55573648010034E-09,1.4363062814601E-05,-7.78714263202763E-10,1.26970538556033E-07,0,0,0,0,0,0,package://boxbot/meshes/hand_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://boxbot/meshes/hand_link.STL,,004 - 007 rod-1,Origin_wrist_hand_joint,Axis_wrist_hand_joint,wrist_hand_joint,revolute,0.0465,-0.00915,-0.0018,0,0,0,wrist_link,0,0,1,100,0.63,-1.57,1.57,,,,,,,,
gripper_link,-0.0032546411241845,-0.000648008057776719,-0.110079171281878,0,0,0,1.72267856807254,0.0289006606354982,-1.66588317728096E-09,0.000784548491452252,0.0110294748047172,7.89243454897512E-09,0.0263921467919252,0,0,0,0,0,0,package://boxbot/meshes/gripper_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://boxbot/meshes/gripper_link.STL,,gripper_link-2,Origin_hand_gripper_link,,hand_gripper_link,fixed,0,0,-0.094247,0,0,0.21558,hand_link,0,0,0,,,,,,,,,,,,
